ITEMS,FECHAEMP,LOTE,CODIGO,CAJA,ESPECIE,PRODUCTO,CALIDAD,FECHA ELAB,FECHAVENCI,CAJA2,TALLA,UDS,LIBRAS,PROMEDIO,QUEES,EMPAQUE,CUARTO,POSICION,TARIMA,
629,23/12/2025,300/24,010802060101,2012,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2012,SIN TALLA,22,"39,4","1,8",INVFISICO,CAJA LBS LIBRE,3,,21,
630,23/12/2025,300/24,010802060101,2487,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2487,SIN TALLA,25,"41,5","1,7",INVFISICO,CAJA LBS LIBRE,3,,21,
631,23/12/2025,300/24,010802060101,2488,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2488,SIN TALLA,25,"39,2","1,6",INVFISICO,CAJA LBS LIBRE,3,,21,
632,23/12/2025,300/24,010802060101,2490,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2490,SIN TALLA,25,"36,6","1,5",INVFISICO,CAJA LBS LIBRE,3,,21,
633,23/12/2025,300/24,010802060101,2483,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2483,SIN TALLA,25,"36,4","1,5",INVFISICO,CAJA LBS LIBRE,3,,21,
634,23/12/2025,300/24,010802060101,1938,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1938,SIN TALLA,26,"37,2","1,4",INVFISICO,CAJA LBS LIBRE,3,,21,
635,23/12/2025,300/24,010802060101,2491,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2491,SIN TALLA,25,"38,2","1,5",INVFISICO,CAJA LBS LIBRE,3,,21,
636,23/12/2025,300/24,010802060101,2816,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2816,SIN TALLA,0,"33,6",#DIV/0!,INVFISICO,CAJA LBS LIBRE,3,,21,
637,23/12/2025,300/24,010802060101,2481,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2481,SIN TALLA,25,"40,3","1,6",INVFISICO,CAJA LBS LIBRE,3,,21,
638,23/12/2025,300/24,010802060101,2486,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2486,SIN TALLA,25,"38,0","1,5",INVFISICO,CAJA LBS LIBRE,3,,21,
639,23/12/2025,300/24,010802060101,1956,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1956,SIN TALLA,27,"39,0","1,4",INVFISICO,CAJA LBS LIBRE,3,,21,
640,23/12/2025,300/24,010802060101,1986,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1986,SIN TALLA,22,"39,6","1,8",INVFISICO,CAJA LBS LIBRE,3,,21,
641,23/12/2025,300/24,010802060101,2480,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2480,SIN TALLA,25,"36,4","1,5",INVFISICO,CAJA LBS LIBRE,3,,21,
642,23/12/2025,300/24,010802060101,2485,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2485,SIN TALLA,25,"36,7","1,5",INVFISICO,CAJA LBS LIBRE,3,,21,
643,23/12/2025,300/24,010802060101,1993,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1993,SIN TALLA,18,"36,1","2,0",INVFISICO,CAJA LBS LIBRE,3,,21,
644,23/12/2025,300/24,010802060101,1990,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1990,SIN TALLA,20,"37,0","1,9",INVFISICO,CAJA LBS LIBRE,3,,21,
645,23/12/2025,300/24,010802060101,1983,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1983,SIN TALLA,25,"43,4","1,7",INVFISICO,CAJA LBS LIBRE,3,,21,
646,23/12/2025,300/24,010802060101,1919,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1919,SIN TALLA,25,"33,0","1,3",INVFISICO,CAJA LBS LIBRE,3,,21,
647,23/12/2025,300/24,010802060101,1975,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1975,SIN TALLA,25,"40,2","1,6",INVFISICO,CAJA LBS LIBRE,3,,21,
648,23/12/2025,300/24,010802060101,1981,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1981,SIN TALLA,25,"42,6","1,7",INVFISICO,CAJA LBS LIBRE,3,,21,
649,23/12/2025,300/24,010802060101,1957,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1957,SIN TALLA,25,"41,8","1,7",INVFISICO,CAJA LBS LIBRE,3,,21,
650,23/12/2025,300/24,010802060101,1958,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1958,SIN TALLA,26,"40,8","1,6",INVFISICO,CAJA LBS LIBRE,3,,21,
651,23/12/2025,300/24,010802060101,2008,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2008,SIN TALLA,22,"40,4","1,8",INVFISICO,CAJA LBS LIBRE,3,,21,
652,23/12/2025,300/24,010802060101,2006,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2006,SIN TALLA,25,"37,2","1,5",INVFISICO,CAJA LBS LIBRE,3,,21,
653,23/12/2025,300/24,010802060101,2010,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2010,SIN TALLA,26,"33,4","1,3",INVFISICO,CAJA LBS LIBRE,3,,21,
654,23/12/2025,300/24,010802060101,2023,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2023,SIN TALLA,22,"36,8","1,7",INVFISICO,CAJA LBS LIBRE,3,,21,
655,23/12/2025,300/24,010802060101,2013,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2013,SIN TALLA,26,"35,6","1,4",INVFISICO,CAJA LBS LIBRE,3,,21,
656,23/12/2025,300/24,010802060101,1893,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1893,SIN TALLA,21,"26,8","1,3",INVFISICO,CAJA LBS LIBRE,3,,21,
657,23/12/2025,300/24,010802060101,1887,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1887,SIN TALLA,23,"26,0","1,1",INVFISICO,CAJA LBS LIBRE,3,,21,
658,23/12/2025,300/24,010802060101,1889,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1889,SIN TALLA,22,"25,6","1,2",INVFISICO,CAJA LBS LIBRE,3,,21,
659,23/12/2025,300/24,010802060101,1845,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1845,SIN TALLA,21,"29,0","1,4",INVFISICO,CAJA LBS LIBRE,3,,21,
660,23/12/2025,300/24,010802060101,1842,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1842,SIN TALLA,24,"30,2","1,3",INVFISICO,CAJA LBS LIBRE,3,,21,
661,23/12/2025,300/24,010802060101,1846,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1846,SIN TALLA,21,"30,2","1,4",INVFISICO,CAJA LBS LIBRE,3,,21,
662,23/12/2025,300/24,010802060101,1794,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1794,SIN TALLA,21,"30,2","1,4",INVFISICO,CAJA LBS LIBRE,3,,21,
663,23/12/2025,300/24,010802060101,1805,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1805,SIN TALLA,21,"30,6","1,5",INVFISICO,CAJA LBS LIBRE,3,,21,
664,23/12/2025,300/24,010802060101,1804,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1804,SIN TALLA,20,"33,0","1,7",INVFISICO,CAJA LBS LIBRE,3,,21,
665,23/12/2025,300/24,010802060101,1803,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1803,SIN TALLA,21,"28,4","1,4",INVFISICO,CAJA LBS LIBRE,3,,21,
666,23/12/2025,300/24,010802060101,1798,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1798,SIN TALLA,21,"31,8","1,5",INVFISICO,CAJA LBS LIBRE,3,,21,
667,23/12/2025,300/24,010802060101,1799,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1799,SIN TALLA,23,"28,0","1,2",INVFISICO,CAJA LBS LIBRE,3,,21,
668,23/12/2025,300/24,010802060101,1791,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1791,SIN TALLA,20,"31,6","1,6",INVFISICO,CAJA LBS LIBRE,3,,21,
669,23/12/2025,300/24,010802060101,1797,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1797,SIN TALLA,21,"29,0","1,4",INVFISICO,CAJA LBS LIBRE,3,,21,
670,23/12/2025,300/24,010802060101,1788,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1788,SIN TALLA,21,"31,6","1,5",INVFISICO,CAJA LBS LIBRE,3,,21,
671,23/12/2025,300/24,010802060101,1795,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1795,SIN TALLA,22,"31,4","1,4",INVFISICO,CAJA LBS LIBRE,3,,21,
672,23/12/2025,300/24,010802060101,1793,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1793,SIN TALLA,20,"32,0","1,6",INVFISICO,CAJA LBS LIBRE,3,,21,
673,23/12/2025,300/24,010802060101,1796,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1796,SIN TALLA,21,"28,4","1,4",INVFISICO,CAJA LBS LIBRE,3,,21,
674,23/12/2025,300/24,010802060101,1790,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1790,SIN TALLA,20,"32,0","1,6",INVFISICO,CAJA LBS LIBRE,3,,21,
675,23/12/2025,300/24,010802060101,1792,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1792,SIN TALLA,20,"31,8","1,6",INVFISICO,CAJA LBS LIBRE,3,,21,
676,23/12/2025,300/24,010802060101,1789,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1789,SIN TALLA,20,"31,6","1,6",INVFISICO,CAJA LBS LIBRE,3,,21,
677,23/12/2025,300/24,010802060101,SN,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,SN,SIN TALLA,17,"25,8","1,5",INVFISICO,CAJA LBS LIBRE,3,,24,
678,23/12/2025,300/24,010802060101,1865,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1865,SIN TALLA,29,"27,0","0,9",INVFISICO,CAJA LBS LIBRE,3,,24,
679,23/12/2025,300/24,010802060101,1862,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1862,SIN TALLA,26,"26,0","1,0",INVFISICO,CAJA LBS LIBRE,3,,24,
680,23/12/2025,300/24,010802060101,1815,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1815,SIN TALLA,20,"32,4","1,6",INVFISICO,CAJA LBS LIBRE,3,,24,
681,23/12/2025,300/24,010802060101,1811,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1811,SIN TALLA,20,"32,2","1,6",INVFISICO,CAJA LBS LIBRE,3,,24,
682,23/12/2025,300/24,010802060101,1808,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1808,SIN TALLA,20,"29,6","1,5",INVFISICO,CAJA LBS LIBRE,3,,24,
683,23/12/2025,300/24,010802060101,1801,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1801,SIN TALLA,22,"29,4","1,3",INVFISICO,CAJA LBS LIBRE,3,,24,
684,23/12/2025,300/24,010802060101,1806,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1806,SIN TALLA,21,"29,8","1,4",INVFISICO,CAJA LBS LIBRE,3,,24,
685,23/12/2025,300/24,010802060101,1802,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1802,SIN TALLA,23,"29,2","1,3",INVFISICO,CAJA LBS LIBRE,3,,24,
686,23/12/2025,300/24,010802060101,1800,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1800,SIN TALLA,25,"28,6","1,1",INVFISICO,CAJA LBS LIBRE,3,,24,
687,23/12/2025,300/24,010802060101,1810,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1810,SIN TALLA,20,"29,8","1,5",INVFISICO,CAJA LBS LIBRE,3,,24,
688,23/12/2025,300/24,010802060101,1816,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1816,SIN TALLA,20,"27,4","1,4",INVFISICO,CAJA LBS LIBRE,3,,24,
689,23/12/2025,300/24,010802060101,1807,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1807,SIN TALLA,20,"27,6","1,4",INVFISICO,CAJA LBS LIBRE,3,,24,
690,23/12/2025,300/24,010802060101,1812,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1812,SIN TALLA,20,"29,6","1,5",INVFISICO,CAJA LBS LIBRE,3,,24,
691,23/12/2025,300/24,010802060101,1823,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1823,SIN TALLA,20,"28,2","1,4",INVFISICO,CAJA LBS LIBRE,3,,24,
692,23/12/2025,300/24,010802060101,1817,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1817,SIN TALLA,20,"27,6","1,4",INVFISICO,CAJA LBS LIBRE,3,,24,
693,23/12/2025,300/24,010802060101,1814,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1814,SIN TALLA,20,"26,8","1,3",INVFISICO,CAJA LBS LIBRE,3,,24,
694,23/12/2025,300/24,010802060101,1813,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1813,SIN TALLA,20,"31,6","1,6",INVFISICO,CAJA LBS LIBRE,3,,24,
695,23/12/2025,300/24,010802060101,1822,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1822,SIN TALLA,20,"30,0","1,5",INVFISICO,CAJA LBS LIBRE,3,,24,
696,23/12/2025,300/24,010802060101,1820,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1820,SIN TALLA,20,"29,4","1,5",INVFISICO,CAJA LBS LIBRE,3,,24,
697,23/12/2025,300/24,010802060101,1821,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1821,SIN TALLA,20,"29,2","1,5",INVFISICO,CAJA LBS LIBRE,3,,24,
698,23/12/2025,300/24,010802060101,1818,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1818,SIN TALLA,20,"30,6","1,5",INVFISICO,CAJA LBS LIBRE,3,,24,
699,23/12/2025,300/24,010802060101,1826,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1826,SIN TALLA,21,"29,2","1,4",INVFISICO,CAJA LBS LIBRE,3,,24,
700,23/12/2025,300/24,010802060101,1819,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1819,SIN TALLA,20,"30,0","1,5",INVFISICO,CAJA LBS LIBRE,3,,24,
701,23/12/2025,300/24,010802060101,1825,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1825,SIN TALLA,20,"32,2","1,6",INVFISICO,CAJA LBS LIBRE,3,,24,
702,23/12/2025,300/24,010802060101,1827,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1827,SIN TALLA,20,"30,8","1,5",INVFISICO,CAJA LBS LIBRE,3,,24,
703,23/12/2025,300/24,010802060101,1824,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1824,SIN TALLA,20,"31,4","1,6",INVFISICO,CAJA LBS LIBRE,3,,24,
704,23/12/2025,300/24,010802060101,1830,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1830,SIN TALLA,18,"33,2","1,8",INVFISICO,CAJA LBS LIBRE,3,,24,
705,23/12/2025,300/24,010802060101,1829,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1829,SIN TALLA,20,"30,2","1,5",INVFISICO,CAJA LBS LIBRE,3,,24,
706,23/12/2025,300/24,010802060101,1828,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1828,SIN TALLA,20,"30,0","1,5",INVFISICO,CAJA LBS LIBRE,3,,24,
707,23/12/2025,300/24,010802060101,1886,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1886,SIN TALLA,23,"28,4","1,2",INVFISICO,CAJA LBS LIBRE,3,,24,
708,23/12/2025,300/24,010802060101,1863,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1863,SIN TALLA,29,"27,8","1,0",INVFISICO,CAJA LBS LIBRE,3,,24,
709,23/12/2025,300/24,010802060101,1885,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1885,SIN TALLA,20,"26,4","1,3",INVFISICO,CAJA LBS LIBRE,3,,24,
710,23/12/2025,300/24,010802060101,1864,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1864,SIN TALLA,29,"29,0","1,0",INVFISICO,CAJA LBS LIBRE,3,,24,
711,23/12/2025,300/24,010802060101,1964,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1964,SIN TALLA,24,"39,8","1,7",INVFISICO,CAJA LBS LIBRE,3,,24,
712,23/12/2025,300/24,010602060701,1840,ATUN,TROCITOS NATURAL,B 2024,4/12/2024,4/12/2025,1840,SIN TALLA,16,"33,4","2,1",INVFISICO,CAJA LBS LIBRE,3,,23,
713,23/12/2025,300/24,010802060101,1970,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1970,SIN TALLA,26,"34,8","1,3",INVFISICO,CAJA LBS LIBRE,3,,23,
714,23/12/2025,300/24,010802060101,1971,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1971,SIN TALLA,26,"37,0","1,4",INVFISICO,CAJA LBS LIBRE,3,,23,
715,23/12/2025,300/24,010802060101,1980,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1980,SIN TALLA,21,"37,8","1,8",INVFISICO,CAJA LBS LIBRE,3,,23,
716,23/12/2025,300/24,010802060101,1900,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1900,SIN TALLA,23,"33,4","1,5",INVFISICO,CAJA LBS LIBRE,3,,23,
717,23/12/2025,300/24,010802060101,1967,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1967,SIN TALLA,24,"38,2","1,6",INVFISICO,CAJA LBS LIBRE,3,,23,
718,23/12/2025,300/24,010802060101,1966,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1966,SIN TALLA,24,"37,2","1,6",INVFISICO,CAJA LBS LIBRE,3,,23,
719,23/12/2025,300/24,010802060101,1982,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1982,SIN TALLA,25,"38,4","1,5",INVFISICO,CAJA LBS LIBRE,3,,23,
720,23/12/2025,300/24,010802060101,1960,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1960,SIN TALLA,20,"46,4","2,3",INVFISICO,CAJA LBS LIBRE,3,,23,
721,23/12/2025,300/24,010802060101,1961,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1961,SIN TALLA,25,"38,6","1,5",INVFISICO,CAJA LBS LIBRE,3,,23,
722,23/12/2025,300/24,010802060101,1959,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1959,SIN TALLA,24,"35,6","1,5",INVFISICO,CAJA LBS LIBRE,3,,23,
723,23/12/2025,300/24,010802060101,1911,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1911,SIN TALLA,20,"33,4","1,7",INVFISICO,CAJA LBS LIBRE,3,,23,
724,23/12/2025,300/24,010802060101,1912,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,1912,SIN TALLA,22,"31,8","1,4",INVFISICO,CAJA LBS LIBRE,3,,23,
725,23/12/2025,300/24,010802060101,SN,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,SN,SIN TALLA,17,"23,3","1,4",INVFISICO,CAJA LBS LIBRE,3,,24,
726,23/12/2025,300/24,010802060101,2492,ATUN,"VENTRESCA CON PIEL, NATURAL",B,4/12/2024,4/12/2025,2492,SIN TALLA,8,"10,0","1,3",INVFISICO,CAJA LBS LIBRE,3,,23,
727,26/12/2025,300/24,010602060701,2217,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,2217,2 a 4 oz,23,"46,0","2,0",INVFISICO,CAJA LBS LIBRE,3,,25,
728,26/12/2025,300/24,010602060701,2452,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,2452,2 a 4 oz,21,"48,0","2,3",INVFISICO,CAJA LBS LIBRE,3,,25,
729,26/12/2025,300/24,010602060701,2449,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,2449,2 a 4 oz,21,"48,0","2,3",INVFISICO,CAJA LBS LIBRE,3,,25,
730,26/12/2025,300/24,010602060701,1875,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1875,2 a 4 oz,18,"42,0","2,3",INVFISICO,CAJA LBS LIBRE,3,,25,
731,26/12/2025,300/24,010602060701,1882,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1882,2 a 4 oz,19,"43,4","2,3",INVFISICO,CAJA LBS LIBRE,3,,25,
732,26/12/2025,300/24,010602060701,1835,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1835,2 a 4 oz,17,"37,2","2,2",INVFISICO,CAJA LBS LIBRE,3,,25,
733,26/12/2025,300/24,010602060701,1883,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1883,2 a 4 oz,20,"45,8","2,3",INVFISICO,CAJA LBS LIBRE,3,,25,
734,26/12/2025,300/24,010602060701,1870,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1870,2 a 4 oz,17,"37,4","2,2",INVFISICO,CAJA LBS LIBRE,3,,25,
735,26/12/2025,300/24,010602060701,1880,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1880,2 a 4 oz,18,"40,8","2,3",INVFISICO,CAJA LBS LIBRE,3,,25,
736,26/12/2025,300/24,010602060701,1874,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1874,2 a 4 oz,19,"42,0","2,2",INVFISICO,CAJA LBS LIBRE,3,,25,
737,26/12/2025,300/24,010602060701,1841,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1841,2 a 4 oz,17,"36,0","2,1",INVFISICO,CAJA LBS LIBRE,3,,25,
738,26/12/2025,300/24,010602060701,1965,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1965,2 a 4 oz,23,"52,4","2,3",INVFISICO,CAJA LBS LIBRE,3,,25,
739,26/12/2025,300/24,010602060701,2212,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,2212,2 a 4 oz,20,"41,8","2,1",INVFISICO,CAJA LBS LIBRE,3,,25,
740,26/12/2025,300/24,010602060701,1963,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1963,2 a 4 oz,23,"52,0","2,3",INVFISICO,CAJA LBS LIBRE,3,,25,
741,26/12/2025,300/24,010602060701,1968,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1968,2 a 4 oz,23,"52,4","2,3",INVFISICO,CAJA LBS LIBRE,3,,25,
742,26/12/2025,300/24,010602060701,1839,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1839,2 a 4 oz,17,"35,0","2,1",INVFISICO,CAJA LBS LIBRE,3,,25,
743,26/12/2025,300/24,010602060701,1914,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1914,2 a 4 oz,22,"51,0","2,3",INVFISICO,CAJA LBS LIBRE,3,,25,
744,26/12/2025,300/24,010602060701,1969,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1969,2 a 4 oz,24,"53,0","2,2",INVFISICO,CAJA LBS LIBRE,3,,25,
745,26/12/2025,300/24,010602060701,1962,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1962,2 a 4 oz,23,"52,2","2,3",INVFISICO,CAJA LBS LIBRE,3,,25,
746,26/12/2025,300/24,010602060701,2211,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,2211,2 a 4 oz,15,"29,6","2,0",INVFISICO,CAJA LBS LIBRE,3,,25,
747,26/12/2025,300/24,010602060701,2464,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,2464,2 a 4 oz,21,"47,7","2,3",INVFISICO,CAJA LBS LIBRE,3,,25,
748,26/12/2025,300/24,010602060701,1836,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1836,2 a 4 oz,17,"34,8","2,0",INVFISICO,CAJA LBS LIBRE,3,,25,
749,26/12/2025,300/24,010602060701,1838,ATUN,TROCITOS NATURAL,B,4/12/2024,4/12/2025,1838,2 a 4 oz,19,"42,0","2,2",INVFISICO,CAJA LBS LIBRE,3,,25,
750,26/12/2025,12/25,020202072701,2506,LENGUADO,"TRONCO SIN CABEZA, HG",IND,20/6/2025,20/6/2026,2506,200 a 500 gr,0,"30,6",#DIV/0!,INVFISICO,CAJA LBS LIBRE,3,,26,
751,26/12/2025,12/25,020202072701,2525,LENGUADO,"TRONCO SIN CABEZA, HG",IND,20/6/2025,20/6/2026,2525,200 a 500 gr,0,"29,6",#DIV/0!,INVFISICO,CAJA LBS LIBRE,3,,26,
752,26/12/2025,12/25,020202072701,2523,LENGUADO,"TRONCO SIN CABEZA, HG",IND,20/6/2025,20/6/2026,2523,200 a 500 gr,0,"30,4",#DIV/0!,INVFISICO,CAJA LBS LIBRE,3,,26,
753,26/12/2025,12/25,020202072701,2524,LENGUADO,"TRONCO SIN CABEZA, HG",IND,20/6/2025,20/6/2026,2524,200 a 500 gr,0,"30,8",#DIV/0!,INVFISICO,CAJA LBS LIBRE,3,,26,
754,26/12/2025,12/25,020202072701,2526,LENGUADO,"TRONCO SIN CABEZA, HG",IND,20/6/2025,20/6/2026,2526,200 a 500 gr,0,"25,6",#DIV/0!,INVFISICO,CAJA LBS LIBRE,3,,26,
