ITEMS,FECHAEMP,LOTE,CODIGO,CAJA,ESPECIE,PRODUCTO,CALIDAD,FECHA ELAB,FECHAVENCI,CAJA2,TALLA,UDS,LIBRAS,PROMEDIO,QUEES,EMPAQUE,CUARTO,POSICION,TARIMA,
3,22/12/2025,64/25,010903060401,4233,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4233,58,7,"47,0","6,7",INVFISICO,CAJA LBS LIBRE,1,,1,
4,22/12/2025,64/25,010903060401,4249,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4249,58,7,"47,8","6,8",INVFISICO,CAJA LBS LIBRE,1,,1,
5,22/12/2025,64/25,010903060401,4232,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4232,58,7,"46,4","6,6",INVFISICO,CAJA LBS LIBRE,1,,1,
6,22/12/2025,64/25,010903060401,4231,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4231,58,7,"45,4","6,5",INVFISICO,CAJA LBS LIBRE,1,,1,
7,22/12/2025,64/25,010903060401,4248,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4248,58,7,"47,6","6,8",INVFISICO,CAJA LBS LIBRE,1,,1,
8,22/12/2025,64/25,010903060401,4230,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4230,58,7,"43,0","6,1",INVFISICO,CAJA LBS LIBRE,1,,1,
9,22/12/2025,64/25,010903060401,4229,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4229,58,7,"44,6","6,4",INVFISICO,CAJA LBS LIBRE,1,,1,
10,22/12/2025,64/25,010903060401,4227,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4227,58,7,"48,2","6,9",INVFISICO,CAJA LBS LIBRE,1,,1,
11,22/12/2025,64/25,010903060401,4228,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4228,58,7,"49,0","7,0",INVFISICO,CAJA LBS LIBRE,1,,1,
12,22/12/2025,64/25,010903060401,4225,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4225,58,7,"47,4","6,8",INVFISICO,CAJA LBS LIBRE,1,,1,
13,22/12/2025,64/25,010903060401,4226,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4226,58,7,"51,8","7,4",INVFISICO,CAJA LBS LIBRE,1,,1,
14,22/12/2025,64/25,010903060401,4224,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4224,58,7,"47,4","6,8",INVFISICO,CAJA LBS LIBRE,1,,1,
15,22/12/2025,64/25,010903060401,4223,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4223,58,7,"45,2","6,5",INVFISICO,CAJA LBS LIBRE,1,,1,
16,22/12/2025,64/25,010903060401,4221,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4221,58,7,"50,2","7,2",INVFISICO,CAJA LBS LIBRE,1,,1,
17,22/12/2025,64/25,010903060401,4222,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4222,58,7,"44,0","6,3",INVFISICO,CAJA LBS LIBRE,1,,1,
18,22/12/2025,64/25,010903060401,4218,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4218,58,7,"50,0","7,1",INVFISICO,CAJA LBS LIBRE,1,,1,
19,22/12/2025,64/25,010903060401,4220,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4220,58,7,"46,6","6,7",INVFISICO,CAJA LBS LIBRE,1,,1,
20,22/12/2025,64/25,010903060401,4219,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4219,58,7,"47,8","6,8",INVFISICO,CAJA LBS LIBRE,1,,1,
21,22/12/2025,64/25,010903060401,4217,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4217,58,7,"44,2","6,3",INVFISICO,CAJA LBS LIBRE,1,,1,
22,22/12/2025,64/25,010903060401,4215,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4215,58,7,"45,6","6,5",INVFISICO,CAJA LBS LIBRE,1,,1,
23,22/12/2025,64/25,010903060401,4214,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4214,58,7,"46,4","6,6",INVFISICO,CAJA LBS LIBRE,1,,1,
24,22/12/2025,64/25,010903060401,4205,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4205,58,7,"47,0","6,7",INVFISICO,CAJA LBS LIBRE,1,,1,
25,22/12/2025,64/25,010903060401,4216,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4216,58,7,"46,2","6,6",INVFISICO,CAJA LBS LIBRE,1,,1,
26,22/12/2025,64/25,010903060401,4202,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4202,58,7,"47,4","6,8",INVFISICO,CAJA LBS LIBRE,1,,1,
27,22/12/2025,64/25,010903060401,4203,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4203,58,7,"45,8","6,5",INVFISICO,CAJA LBS LIBRE,1,,1,
28,22/12/2025,64/25,010903060401,4201,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4201,58,7,"45,4","6,5",INVFISICO,CAJA LBS LIBRE,1,,1,
29,22/12/2025,64/25,010903060401,4197,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4197,58,7,"48,6","6,9",INVFISICO,CAJA LBS LIBRE,1,,1,
30,22/12/2025,64/25,010903060401,4198,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4198,58,7,"46,8","6,7",INVFISICO,CAJA LBS LIBRE,1,,1,
31,22/12/2025,64/25,010903060401,4204,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4204,58,7,"43,2","6,2",INVFISICO,CAJA LBS LIBRE,1,,1,
32,22/12/2025,64/25,010903060401,4199,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4199,58,7,"47,0","6,7",INVFISICO,CAJA LBS LIBRE,1,,1,
33,22/12/2025,64/25,010903060401,4200,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4200,58,7,"43,8","6,3",INVFISICO,CAJA LBS LIBRE,1,,1,
34,22/12/2025,64/25,010903060601,4234,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4234,8 UP,5,"43,2","8,6",INVFISICO,CAJA LBS LIBRE,1,,1,
35,22/12/2025,64/25,010903060401,4196,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4196,58,7,"48,6","6,9",INVFISICO,CAJA LBS LIBRE,1,,1,
36,22/12/2025,64/25,010903060401,4193,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4193,58,7,"45,8","6,5",INVFISICO,CAJA LBS LIBRE,1,,1,
37,22/12/2025,64/25,010903060401,4195,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4195,58,7,"47,6","6,8",INVFISICO,CAJA LBS LIBRE,1,,1,
38,22/12/2025,64/25,010903060401,4190,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4190,58,7,"45,6","6,5",INVFISICO,CAJA LBS LIBRE,1,,1,
39,22/12/2025,64/25,010903060401,4189,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4189,58,7,"46,6","6,7",INVFISICO,CAJA LBS LIBRE,1,,2,
40,22/12/2025,64/25,010903060401,4194,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4194,58,7,"45,4","6,5",INVFISICO,CAJA LBS LIBRE,1,,2,
41,22/12/2025,64/25,010903060401,4191,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4191,58,7,"48,0","6,9",INVFISICO,CAJA LBS LIBRE,1,,2,
42,22/12/2025,64/25,010903060401,4192,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4192,58,7,"49,0","7,0",INVFISICO,CAJA LBS LIBRE,1,,2,
43,22/12/2025,64/25,010903060401,4177,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4177,58,7,"44,2","6,3",INVFISICO,CAJA LBS LIBRE,1,,2,
44,22/12/2025,64/25,010903060401,4175,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4175,58,7,"44,6","6,4",INVFISICO,CAJA LBS LIBRE,1,,2,
45,22/12/2025,64/25,010903060401,4176,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4176,58,7,"48,6","6,9",INVFISICO,CAJA LBS LIBRE,1,,2,
46,22/12/2025,64/25,010903060401,4174,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4174,58,7,"45,2","6,5",INVFISICO,CAJA LBS LIBRE,1,,2,
47,22/12/2025,64/25,010903060401,4173,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4173,58,7,"47,4","6,8",INVFISICO,CAJA LBS LIBRE,1,,2,
48,22/12/2025,64/25,010903060401,4171,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4171,58,7,"45,4","6,5",INVFISICO,CAJA LBS LIBRE,1,,2,
49,22/12/2025,64/25,010903060401,4170,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4170,58,7,"46,0","6,6",INVFISICO,CAJA LBS LIBRE,1,,2,
50,22/12/2025,64/25,010903060401,4172,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4172,58,7,"45,0","6,4",INVFISICO,CAJA LBS LIBRE,1,,2,
51,22/12/2025,64/25,010903060401,4169,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4169,58,7,"47,8","6,8",INVFISICO,CAJA LBS LIBRE,1,,2,
52,22/12/2025,64/25,010903060401,4168,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4168,58,7,"47,2","6,7",INVFISICO,CAJA LBS LIBRE,1,,2,
53,22/12/2025,64/25,010903060401,4167,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4167,58,7,"44,4","6,3",INVFISICO,CAJA LBS LIBRE,1,,2,
54,22/12/2025,64/25,010903060401,4166,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4166,58,7,"48,2","6,9",INVFISICO,CAJA LBS LIBRE,1,,2,
55,22/12/2025,64/25,010903060401,4165,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4165,58,7,"46,2","6,6",INVFISICO,CAJA LBS LIBRE,1,,2,
56,22/12/2025,64/25,010903060401,4163,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4163,58,7,"45,4","6,5",INVFISICO,CAJA LBS LIBRE,1,,2,
57,22/12/2025,64/25,010903060401,4162,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4162,58,7,"50,0","7,1",INVFISICO,CAJA LBS LIBRE,1,,2,
58,22/12/2025,64/25,010903060401,4164,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4164,58,7,"44,4","6,3",INVFISICO,CAJA LBS LIBRE,1,,2,
59,22/12/2025,64/25,010903060401,4161,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4161,58,7,"47,6","6,8",INVFISICO,CAJA LBS LIBRE,1,,2,
60,22/12/2025,64/25,010903060401,4160,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4160,58,7,"43,0","6,1",INVFISICO,CAJA LBS LIBRE,1,,2,
61,22/12/2025,64/25,010903060401,4158,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4158,58,7,"48,8","7,0",INVFISICO,CAJA LBS LIBRE,1,,2,
62,22/12/2025,64/25,010903060401,4159,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4159,58,7,"44,6","6,4",INVFISICO,CAJA LBS LIBRE,1,,2,
63,22/12/2025,64/25,010903060401,4156,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4156,58,7,"40,6","5,8",INVFISICO,CAJA LBS LIBRE,1,,2,
64,22/12/2025,64/25,010903060401,4143,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4143,58,7,"49,2","7,0",INVFISICO,CAJA LBS LIBRE,1,,2,
65,22/12/2025,64/25,010903060401,4144,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4144,58,7,"46,8","6,7",INVFISICO,CAJA LBS LIBRE,1,,2,
66,22/12/2025,64/25,010903060401,4157,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4157,58,7,"43,0","6,1",INVFISICO,CAJA LBS LIBRE,1,,2,
67,22/12/2025,63/25,010903060401,3931,ATUN,"LOMO SIN PIEL, CON CO",A,13/12/2025,13/12/2026,3931,58,7,"47,6","6,8",INVFISICO,CAJA LBS LIBRE,1,,2,
68,22/12/2025,63/25,010903060401,3918,ATUN,"LOMO SIN PIEL, CON CO",A,13/12/2025,13/12/2026,3918,58,7,"46,4","6,6",INVFISICO,CAJA LBS LIBRE,1,,2,
69,22/12/2025,64/25,010903060401,4264,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4264,58,7,"49,4","7,1",INVFISICO,CAJA LBS LIBRE,1,,2,
70,22/12/2025,64/25,010903060401,4262,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4262,58,7,"42,2","6,0",INVFISICO,CAJA LBS LIBRE,1,,2,
71,22/12/2025,64/25,010903060401,4265,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4265,58,7,"38,2","5,5",INVFISICO,CAJA LBS LIBRE,1,,2,
72,22/12/2025,64/25,010903060401,4263,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4263,58,7,"45,8","6,5",INVFISICO,CAJA LBS LIBRE,1,,2,
73,22/12/2025,64/25,010903060401,4258,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4258,58,7,"43,8","6,3",INVFISICO,CAJA LBS LIBRE,1,,2,
74,22/12/2025,64/25,010903060401,4259,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4259,58,7,"51,4","7,3",INVFISICO,CAJA LBS LIBRE,1,,2,
75,22/12/2025,64/25,010903060401,4261,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4261,58,7,"48,6","6,9",INVFISICO,CAJA LBS LIBRE,1,,3,
76,22/12/2025,64/25,010903060401,4260,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4260,58,7,"45,0","6,4",INVFISICO,CAJA LBS LIBRE,1,,3,
77,22/12/2025,64/25,010903060401,4255,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4255,58,7,"46,0","6,6",INVFISICO,CAJA LBS LIBRE,1,,3,
78,22/12/2025,64/25,010903060401,4254,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4254,58,7,"45,0","6,4",INVFISICO,CAJA LBS LIBRE,1,,3,
79,22/12/2025,64/25,010903060401,4257,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4257,58,7,"48,4","6,9",INVFISICO,CAJA LBS LIBRE,1,,3,
80,22/12/2025,64/25,010903060401,4256,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4256,58,7,"47,4","6,8",INVFISICO,CAJA LBS LIBRE,1,,3,
81,22/12/2025,64/25,010903060401,4253,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4253,58,7,"46,6","6,7",INVFISICO,CAJA LBS LIBRE,1,,3,
82,22/12/2025,64/25,010903060401,4252,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4252,58,7,"44,8","6,4",INVFISICO,CAJA LBS LIBRE,1,,3,
83,22/12/2025,64/25,010903060401,4251,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4251,58,7,"45,4","6,5",INVFISICO,CAJA LBS LIBRE,1,,3,
84,22/12/2025,64/25,010903060401,4250,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4250,58,7,"41,8","6,0",INVFISICO,CAJA LBS LIBRE,1,,3,
85,22/12/2025,64/25,010903060401,4142,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4142,58,7,"45,6","6,5",INVFISICO,CAJA LBS LIBRE,1,,3,
86,22/12/2025,64/25,010903060401,4139,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4139,58,7,"45,0","6,4",INVFISICO,CAJA LBS LIBRE,1,,3,
87,22/12/2025,64/25,010903060401,4141,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4141,58,7,"43,6","6,2",INVFISICO,CAJA LBS LIBRE,1,,3,
88,22/12/2025,64/25,010903060401,4140,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4140,58,7,"44,0","6,3",INVFISICO,CAJA LBS LIBRE,1,,3,
89,22/12/2025,64/25,010903060401,4138,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4138,58,7,"49,6","7,1",INVFISICO,CAJA LBS LIBRE,1,,3,
90,22/12/2025,64/25,010903060401,4137,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4137,58,7,"41,6","5,9",INVFISICO,CAJA LBS LIBRE,1,,3,
91,22/12/2025,64/25,010903060401,4135,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4135,58,7,"47,8","6,8",INVFISICO,CAJA LBS LIBRE,1,,3,
92,22/12/2025,64/25,010903060401,4136,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4136,58,7,"41,6","5,9",INVFISICO,CAJA LBS LIBRE,1,,3,
93,22/12/2025,64/25,010903060401,4133,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4133,58,7,"42,2","6,0",INVFISICO,CAJA LBS LIBRE,1,,3,
94,22/12/2025,64/25,010903060401,4131,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4131,58,7,"47,4","6,8",INVFISICO,CAJA LBS LIBRE,1,,3,
95,22/12/2025,64/25,010903060401,4134,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4134,58,7,"46,8","6,7",INVFISICO,CAJA LBS LIBRE,1,,3,
96,22/12/2025,64/25,010903060401,4132,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4132,58,7,"44,6","6,4",INVFISICO,CAJA LBS LIBRE,1,,3,
97,22/12/2025,64/25,010903060401,4127,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4127,58,7,"51,2","7,3",INVFISICO,CAJA LBS LIBRE,1,,3,
98,22/12/2025,64/25,010903060401,4130,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4130,58,7,"42,0","6,0",INVFISICO,CAJA LBS LIBRE,1,,3,
99,22/12/2025,64/25,010903060401,4129,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4129,58,7,"44,4","6,3",INVFISICO,CAJA LBS LIBRE,1,,3,
100,22/12/2025,64/25,010903060401,4128,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4128,58,7,"43,4","6,2",INVFISICO,CAJA LBS LIBRE,1,,3,
101,22/12/2025,64/25,010903060401,4124,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4124,58,7,"47,2","6,7",INVFISICO,CAJA LBS LIBRE,1,,3,
102,22/12/2025,64/25,010903060401,4126,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4126,58,7,"45,8","6,5",INVFISICO,CAJA LBS LIBRE,1,,3,
103,22/12/2025,64/25,010903060401,4113,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4113,58,7,"44,0","6,3",INVFISICO,CAJA LBS LIBRE,1,,3,
104,22/12/2025,64/25,010903060401,4125,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4125,58,7,"47,4","6,8",INVFISICO,CAJA LBS LIBRE,1,,3,
105,22/12/2025,64/25,010903060401,4112,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4112,58,7,"46,2","6,6",INVFISICO,CAJA LBS LIBRE,1,,3,
106,22/12/2025,64/25,010903060401,4111,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4111,58,7,"44,0","6,3",INVFISICO,CAJA LBS LIBRE,1,,3,
107,22/12/2025,64/25,010903060401,4110,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4110,58,7,"43,8","6,3",INVFISICO,CAJA LBS LIBRE,1,,3,
108,22/12/2025,64/25,010903060401,4109,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4109,58,7,"43,6","6,2",INVFISICO,CAJA LBS LIBRE,1,,3,
109,22/12/2025,64/25,010903060401,4107,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4107,58,7,"43,6","6,2",INVFISICO,CAJA LBS LIBRE,1,,3,
110,22/12/2025,64/25,010903060401,4108,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4108,58,7,"45,8","6,5",INVFISICO,CAJA LBS LIBRE,1,,3,
111,22/12/2025,64/25,010903060401,4106,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4106,58,7,"43,8","6,3",INVFISICO,CAJA LBS LIBRE,1,,4,
112,22/12/2025,64/25,010903060401,4105,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4105,58,7,"43,6","6,2",INVFISICO,CAJA LBS LIBRE,1,,4,
113,22/12/2025,64/25,010903060401,4103,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4103,58,7,"38,0","5,4",INVFISICO,CAJA LBS LIBRE,1,,4,
114,22/12/2025,64/25,010903060401,4101,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4101,58,7,"41,2","5,9",INVFISICO,CAJA LBS LIBRE,1,,4,
115,22/12/2025,64/25,010903060401,4104,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4104,58,7,"44,6","6,4",INVFISICO,CAJA LBS LIBRE,1,,4,
116,22/12/2025,64/25,010903060401,4102,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4102,58,7,"47,2","6,7",INVFISICO,CAJA LBS LIBRE,1,,4,
117,22/12/2025,63/25,010903060401,3988,ATUN,"LOMO SIN PIEL, CON CO",A,13/12/2025,13/12/2026,3988,58,7,"48,4","6,9",INVFISICO,CAJA LBS LIBRE,1,,4,
118,22/12/2025,63/25,010903060401,3950,ATUN,"LOMO SIN PIEL, CON CO",A,13/12/2025,13/12/2026,3950,58,7,"27,2","3,9",INVFISICO,CAJA LBS LIBRE,1,,4,
119,22/12/2025,63/25,010903060401,3924,ATUN,"LOMO SIN PIEL, CON CO",A,13/12/2025,13/12/2026,3924,58,7,"25,2","3,6",INVFISICO,CAJA LBS LIBRE,1,,4,
120,22/12/2025,43/25,010903060401,3231,ATUN,"LOMO SIN PIEL, CON CO",A,2/10/2025,2/10/2026,3231,58,7,"14,2","2,0",INVFISICO,CAJA LBS LIBRE,1,,4,
121,22/12/2025,64/25,010903060601,4186,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4186,8 UP,5,"44,8","9,0",INVFISICO,CAJA LBS LIBRE,1,,5,
122,22/12/2025,64/25,010903060601,4185,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4185,8 UP,5,"51,0","10,2",INVFISICO,CAJA LBS LIBRE,1,,5,
123,22/12/2025,64/25,010903060601,4183,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4183,8 UP,5,"46,4","9,3",INVFISICO,CAJA LBS LIBRE,1,,5,
124,22/12/2025,64/25,010903060601,4206,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4206,8 UP,5,"44,6","8,9",INVFISICO,CAJA LBS LIBRE,1,,5,
125,22/12/2025,64/25,010903060601,4184,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4184,8 UP,5,"43,2","8,6",INVFISICO,CAJA LBS LIBRE,1,,5,
126,22/12/2025,64/25,010903060601,4182,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4182,8 UP,5,"48,2","9,6",INVFISICO,CAJA LBS LIBRE,1,,5,
127,22/12/2025,64/25,010903060601,4181,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4181,8 UP,5,"45,2","9,0",INVFISICO,CAJA LBS LIBRE,1,,5,
128,22/12/2025,64/25,010903060601,4180,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4180,8 UP,5,"46,0","9,2",INVFISICO,CAJA LBS LIBRE,1,,5,
129,22/12/2025,64/25,010903060601,4179,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4179,8 UP,5,"43,0","8,6",INVFISICO,CAJA LBS LIBRE,1,,5,
130,22/12/2025,64/25,010903060601,4178,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4178,8 UP,5,"46,2","9,2",INVFISICO,CAJA LBS LIBRE,1,,5,
131,22/12/2025,64/25,010903060601,4155,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4155,8 UP,5,"37,4","7,5",INVFISICO,CAJA LBS LIBRE,1,,5,
132,22/12/2025,64/25,010903060601,4152,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4152,8 UP,5,"45,0","9,0",INVFISICO,CAJA LBS LIBRE,1,,5,
133,22/12/2025,64/25,010903060601,4153,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4153,8 UP,5,"46,4","9,3",INVFISICO,CAJA LBS LIBRE,1,,5,
134,22/12/2025,64/25,010903060601,4151,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4151,8 UP,5,"46,6","9,3",INVFISICO,CAJA LBS LIBRE,1,,5,
135,22/12/2025,64/25,010903060601,4154,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4154,8 UP,5,"44,2","8,8",INVFISICO,CAJA LBS LIBRE,1,,5,
136,22/12/2025,64/25,010903060601,4149,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4149,8 UP,5,"47,2","9,4",INVFISICO,CAJA LBS LIBRE,1,,5,
137,22/12/2025,64/25,010903060601,4150,ATUN,"LOMO SIN PIEL, CON CO",A,17/12/2025,17/12/2026,4150,8 UP,5,"44,6","8,9",INVFISICO,CAJA LBS LIBRE,1,,5,
